,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4,
SCRT2,0.518633,0.0709368,0.174319,0.733512,0,0,0,0,0,0,0.113774,0.036238,
SDHAF1,8.8171,6.47662,8.78982,12.6476,15.327,5.95638,8.82234,3.75913,3.24794,3.1685,3.59874,2.05129,
SEBOX,0,0,0,0,0,0,0,0,0,0,0,0,
SFN,10.05,36.9588,14.3924,43.3091,0,13.614,65.0856,25.4452,8.11033,9.2239,0.473561,1.50599,
SFTPA2,0.066095,0,0,0.0231303,0,0,0.36858,0,0,0,0.0405847,0.175743,
SH2D6,0,0,0,0,0,0,0.117547,0.759558,0.163428,0,0,0,
SHISA2,1.09371,1.94669,2.79974,0.858803,0.0995134,5.99189,0.440294,0.421175,0.139969,0.274976,1.38248,0.6207,
SHISA3,0.165097,0.0164169,0.0657602,0.208219,0.935916,0.15864,2.75215,4.56245,0,0.0697058,0.380122,0.188999,
SIX2,0.204061,0.0336009,0.039475,0,0.437037,0.0958555,0.63875,0,0,0.0956925,0.499405,1.0675,
SIX6,0,0,0,0,0,0,0,0,0,0.160306,0,0,
SLC18A3,0.717184,0,0.0568365,0,0,0,0,0,0,0,0.0326655,0,
SLC25A51P1,0,0,0,0,0,0.0795996,0.0285708,0.081509,0,0.128047,0.0734354,0.140669,
SLC32A1,0,0,0,0,0,0.0334295,0,0,0,0.0624316,0,0,
SLC35D3,0,0,0.0615662,0,0,0,0.0235556,0,0,0.0202737,0.363041,0.0412487,
SLC35G3,0,0,0,0,0,0,0,0,0,0.105079,0,0.0837545,
SLC38A8,0,0,0.0690661,0,0,0,0.233426,0,0,0,0,0,
SLC6A18,0,0,0,0,0,0,0,0,0,0,0,0,
SLC6A19,0,0,0,0,0,0.0210513,0,0,0,0,0.0182182,0,
SLIT2-IT1,0,0,0.137721,0.468008,0,0,0,0,0.144415,0.140722,0,0,
SLURP1,0,0,0,0,0,0,0,2.55906,0,2.2477,0.234267,0,
SMCR5,0.0578867,0.015382,0.0506658,0.0150628,0,0.0155567,0.0897157,0.0919484,0.0296342,0.155548,0.0139795,0.060641,
SMEK3P,0,0.00719243,0,0,0,0,0,0.0128654,0.0170033,0.0760302,0.0164139,0.0209558,
SMIM10,9.17818,2.43714,2.84723,1.22286,21.9281,7.37723,7.1837,3.08434,1.65382,1.57505,2.14885,4.63501,
SMIM2-IT1,0,0,0.345346,0,0,0,0,0,0,0,0,0,
SNAR-A1,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-A2,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-C1,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-C3,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-C4,0,0,0,0,0,0,0,0,0,148.424,0,0,
SNAR-D,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-E,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-F,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-G1,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-G2,0,0,0,0,0,0,0,0,0,0,0,0,
SNAR-H,0,0,0,0,0,0,0,0,0,0,0,0,
SNHG9,24.4527,0,18.7783,0,6.84242,145.956,0,15.2538,19.0228,27.1351,34.8798,0,
SNORA11,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA11B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA11C,0,0,0,0,0,0,0,0,0,99.0547,0,163.083,
SNORA12,0,0,0,0,124.568,0,0,0,0,0,0,0,
SNORA13,61.8755,0,295.305,0,0,86.8044,0,0,0,0,0,0,
SNORA15,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA20,73.7446,0,0,0,0,0,0,0,0,86.6614,0,0,
SNORA2A,0,0,0,48.6085,0,0,78.4738,0,148.499,57.4657,0,48.4331,
SNORA30,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA35,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA37,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA38B,210.86,0,82.5713,0,25.4903,0,92.7051,0,148.587,0,0,62.1756,
SNORA46,0,0,69.9792,0,0,0,0,0,0,0,0,0,
SNORA48,126.62,87.8367,0,0,0,0,0,69.4108,0,77.1759,0,69.0524,
SNORA49,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA50,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA51,0,0,0,0,0,0,0,0,0,196.443,0,0,
SNORA53,26.6552,0,8.08259,0,0,0,0,0,5.27792,35.3938,19.0004,6.01714,
SNORA54,0,0,0,0,0,0,0,0,0,0,0,121.365,
SNORA55,0,0,0,0,0,0,0,0,0,91.6506,0,0,
SNORA5A,117.522,80.7785,74.3613,0,42.4337,0,87.0574,0,0,0,0,0,
SNORA70C,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA70D,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA70E,0,0,0,0,0,0,0,0,0,80.2654,96.2555,0,
SNORA70G,0,0,0,0,0,0,87.7404,0,0,0,0,0,
SNORA71A,0,0,78.3277,0,0,0,0,0,0,140.727,85.9266,0,
SNORA71B,0,0,0,0,0,0,0,0,0,156.232,0,0,
SNORA71D,0,0,0,0,0,0,0,0,0,69.0236,0,0,
SNORA74A,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA74B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA75,0,0,84.7204,0,0,0,93.2609,0,0,241.102,0,184.552,
SNORA78,0,0,0,0,0,0,0,0,0,0,0,0,
SNORA79,0,0,0,0,0,0,0,0,0,0,0,52.6311,
SNORD104,0,0,0,0,0,0,635.371,0,0,0,0,491.218,
SNORD105B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD11,0,0,0,0,0,0,0,0,0,433.093,0,0,
SNORD111,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD111B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD113-1,0,0,0,0,0,0,0,0,0,0,1865.68,0,
SNORD113-2,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD113-4,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD113-5,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD113-6,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD113-7,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD113-9,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-1,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-11,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-12,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-13,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-14,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-15,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-16,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-17,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-18,0,0,0,0,0,0,0,0,0,0,0,994.995,
SNORD114-19,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-20,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-21,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-22,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-23,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-24,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-25,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-26,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-27,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-28,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-29,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-30,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-31,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-4,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-5,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-6,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD114-8,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-1,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-13,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-14,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-16,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-18,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-2,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-22,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-24,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-25,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-26,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-27,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-28,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-29,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-3,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-30,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-31,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-32,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-33,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-35,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-37,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-38,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-39,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-4,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-40,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-41,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-43,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-44,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-45,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-47,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-48,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-6,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-7,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD115-8,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-1,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-10,0,0,0,0,0,0,0,0,0,0,0,267.563,
SNORD116-11,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-12,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-13,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-14,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-15,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-20,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-24,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-25,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-26,430.862,0,153.065,0,0,0,0,0,0,0,0,0,
SNORD116-27,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD116-29,0,0,264.089,0,0,0,0,0,0,562.342,0,0,
SNORD116-8,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD119,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD121B,0,0,0,200.91,0,0,295.298,0,0,0,311.527,0,
SNORD124,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD126,0,0,0,0,0,0,0,0,0,0,313.444,0,
SNORD127,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD12C,894.105,0,0,0,0,0,0,382,0,1160.04,1475.7,0,
SNORD18A,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD1B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD1C,0,0,0,0,0,0,0,0,0,0,760.383,0,
SNORD20,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD36B,0,0,0,706.137,0,0,888.208,0,897.886,1823.96,0,0,
SNORD43,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD46,0,0,0,0,0,0,0,0,0,793.324,0,0,
SNORD49A,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD53,0,0,0,0,0,0,0,0,0,0,1271.63,0,
SNORD56B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD59B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD60,0,452.854,0,0,0,0,0,0,0,0,0,0,
SNORD67,0,0,0,0,0,0,0,0,0,153.066,0,0,
SNORD71,361.513,0,0,0,0,0,0,0,0,0,0,0,
SNORD72,0,0,0,0,0,0,554.442,0,0,0,0,0,
SNORD75,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD82,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD85,0,0,0,0,0,0,0,0,768.541,0,0,0,
SNORD88A,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD9,0,0,0,0,0,0,0,0,0,224.768,0,0,
SNORD91A,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD91B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD92,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD95,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD96B,0,0,0,0,0,0,0,0,0,0,0,0,
SNORD97,91.0501,0,0,0,0,0,0,0,0,52.6775,0,38.5694,
SOCS1,1.37212,4.09166,2.17561,1.91504,4.4229,7.09503,6.90965,2.09606,0.774492,1.98372,1.42846,2.23668,
SOHLH1,0,0,0,0,0,0,0,0,0,0,0,0,
SOST,0.0774976,0.0428424,0,0.16993,0.134137,0.131793,0.197881,0.0631097,0.0394924,0.0812181,0,0.0223234,
SOWAHA,0.255332,1.7775,1.48293,0.49706,0.149892,0.0862105,2.49392,2.39116,0.0743189,0.220408,0.133891,0.0744679,
SOWAHC,2.55819,5.19708,2.5842,2.60758,5.18196,4.21644,6.00316,2.59321,2.23724,6.34805,1.8265,1.49226,
SOX1,0,0,0,0,0,0,0,0,0,0.00800631,0.00846126,0.0089731,
SOX11,0.0189527,0.0273125,0.00267706,0,0.057601,0.0238497,0.109825,0.0750363,0.0894548,0.152822,1.78993,0.309778,
SOX14,0,0,0,0,0,0.0285917,0,0.040503,0,0,0.0466976,0.0365688,
SOX18,2.58378,0,1.05909,0.231833,6.71913,0.366477,1.24156,1.12107,0.501382,3.16273,1.87489,1.77935,
SOX2,0.0444077,0,0.12978,0,0.205745,7.15518,0.0182699,2.27223,4.32601,0.118756,0.40077,0.0547985,
SOX21,0,0.0159564,0,0.0321841,0,0,0.141517,0.0263072,0,0,0,0,
SP5,0.0443297,0.112004,0.976583,0,0.965888,1.23286,0.480491,0.985783,0.243142,0.514646,0.0390607,0.13172,
SP6,0.247873,1.62423,1.34508,0.261115,0,2.15536,1.39298,0.416305,0.100288,0.184348,0.646226,0.426799,
SP9,0,0,0,0,0,0,0,0,0,0,0,0,
SPANXC,0,0,0,0,0,0,0,0,0,0.713149,0,0,
SPANXN1,0,0,0,0,0,0,0,0,0,0,0.109083,0,
SPATA3,0,0,0,0,0,0,0,0,0,0,0,0,
SPATA31D1,0,0,0,0,0,0,0,0,0,0.0145583,0.0134959,0.0167808,
SPATA8,0,0,0,0,0,0.12406,0,0,0,0.0625508,0,0,
SPDYE4,0.0717035,0,0,0,0,0,0,0,0,0,0,0.0734101,
SPEM1,0,0,0,0,0,0.0767392,0,0,0,0,0,0.0956128,
SPERT,0,0.0520667,0,0,0,0.401193,0,0.472811,0,0.0913965,0.0381955,0,
SPINK14,0,0,0,0,0,0,0,0,0,7.23414,0,0,
SPINK4,0,3.22888,0,0,0,0,0,0,0,0,0,0,
SPINT4,0,0,0,0,0,0,0,0,0,0,0,0,
SPN,1.64259,0.573936,0.470557,1.20353,0.848371,1.23288,4.24715,0.726332,0.271244,0.316633,0.707099,1.5841,
SPSB4,0.135294,0.0241597,0,0,0.418356,0.0242243,0.497848,0.45496,0,0.118376,0.287714,0.179992,
SRD5A1P1,0.0598934,0.0913819,0.0159195,0,0,0.0830818,0.264907,0.026924,0.0703186,0.112627,0.103906,0.0937465,
SRSF10,0,0,0,0,0,0,0,0,0,0,0,0,
SRY,0,0,0,0,0,0,0,0,0,0,0,0,
SSTR3,0.0417696,0.336585,0.0585242,0,0.324188,0.137171,0,0.0628714,0,0.0443474,0,0,
SSTR4,0,0,0,0,0,0,0,0,0,0,0.139336,0.110581,
SSTR5,0.119645,0,1.32552,0.104735,0,0.104289,0,0.0467128,0,0.0314712,0,0,
ST7-AS1,0,0,0,0,0,0,0,0,0,0,0,0,
SUMO1P3,3.32158,2.79635,2.92677,3.1068,3.37078,2.49533,3.91598,3.67055,1.37837,2.92262,2.77681,2.73741,
SYNDIG1L,0.0875565,0.0242423,0,0,0.0815146,0.39609,0.226769,0.164237,0.167446,0.0459937,0.156485,0.144813,
SYNGR3,0.442597,1.39583,0.313794,0.707409,0,6.62647,6.44428,0.663303,0.590707,0.200053,1.09033,0.297878,
TAAR1,0,0,0,0,0,0,0,0.151401,0,0.140827,0.0460716,0.052726,
TAAR6,0.0538715,0.0523807,0,0,0,0,0,0,0,0.33179,0.2107,0.338561,
TAC3,0,0,0.210759,0,0,0.177642,0.126766,0,0.163184,0.192581,0,0.496525,
TAF1L,0.758747,0.671329,0.172906,0.327661,0.215439,0.26574,0.56596,0.130723,0.134824,0.286344,0.197614,0.103734,
TAS2R19,0.646582,0.0992782,0.720202,0.216495,0.248114,0.421801,0.30172,0.501072,0.274736,0.31794,0,0.21553,
TAS2R20,0.554878,0.103381,0.598045,0.796087,0.572306,0.692521,0.558112,0.571996,0.463564,0.499299,1.33257,0.364972,
TAS2R3,0,0,0,0,0,0,0.0516735,0,0,0,0,0.0595081,
TAS2R30,0.131077,0,0,0,0,0.0901414,0,0,0,0.313284,0.365319,0.194591,
TAS2R31,0.106442,0,0.169787,0,0,0.44107,0.12175,0.120575,0.12063,0.111047,0.454103,0,
TAS2R40,0,0,0,0,0,0.105041,0,0.0828046,0,0,0,0,
TAS2R41,0,0.0589242,0,0,0,0,0,0,0,0.060594,0,0.213421,
TAS2R50,0,0.0350766,0,0,0,0.0754305,0,0.190406,0.214438,0.116935,0.560183,0,
TAS2R60,0,0.060601,0,0,0,0,0,0,0,0.0646362,0,0.385144,
TBL1Y,0,0,0,0,0,0,0,0,0,0,0,0,
TCHH,0.454389,0.49566,0.286464,0.404442,0.0494795,0.238719,0.588594,0.138297,0.0426339,0.185602,0.248274,0.317799,
TEX19,0.0863377,0,0,0.0930789,0,0.0300654,15.4999,0.0432677,0,0,0.0254243,0.103972,
TFDP3,0,0,0,0,0,0,0,0,0,0.0821112,0.102291,0.340912,
TH,0.0414749,0.098453,0.176624,0.826472,0.382954,0.0966678,0.0661371,0.197088,0,0.0444856,0.0752561,0,
THAP11,13.1038,15.3748,11.8896,15.4021,21.6819,17.3845,19.2204,8.81545,2.30586,2.42751,3.35388,3.66065,
THBD,5.73311,1.60288,0.830355,0.184465,2.56633,4.3243,8.06475,1.12084,0.260298,3.56845,0.874235,3.43886,
TIMP4,0.928714,1.17657,0.356161,0,0.712527,0.469705,0.361111,0.158069,0.0332729,0.177179,0.870008,0,
TKTL2,0,0,0.0344255,0.0112617,0,0,0,0.0190939,0.0507713,0.0234347,0.0118901,0.123385,
TLX1,0,0,0,0,0,0,0.186401,0,0,0,0,0,
TLX1NB,0,0,0,0,0,0,0.0320488,0,0,0,0.0231191,0.0305604,
TLX3,0,0,0,0,0,0,0,0,0,0,0,0,
TMEM114,0,0.157431,0,0,0,0,0,0,0,0,0,0.189816,
TMEM119,11.5865,0.680295,0.971802,0.0900145,3.71494,2.77773,4.34151,0.923433,0.385814,3.01528,1.82346,17.2497,
TMEM132E,0.160334,0.138009,0.0629192,0,0.0969673,0.296351,0.0665957,0.112481,0.0136114,0.0471691,0.0379425,0.0232635,
TMEM14E,0.135267,0.081724,0.136522,0.158465,0,0.176629,0.0622121,0.428254,0.0316328,0.172804,0.336654,0,
TMEM151A,0.030615,1.75892,0.268696,0.960167,0.161164,0.0705405,0.29102,0.0471256,0,0.231048,0.159181,0.0478669,
TMEM158,6.82565,1.28785,1.2693,0.891138,1.04663,9.3636,11.1758,3.25898,0.752887,4.55149,7.05568,16.3031,
TMEM170B,0.765998,0.48795,0.363179,0.385208,0.593729,0.67034,0.637331,0.411356,0.226698,0.268995,0.427629,0.263472,
TMEM174,0,0,0,0,0,0,0,0.131752,0.0227858,0.0653548,0.043144,0.185132,
TMEM178B,0.0491607,0.0866548,0.0142345,0.00269068,0.11796,0.0175572,0.47034,0.0410915,0.0124742,0.0556373,0.0147518,0.0554016,
TMEM213,0.00908627,0,0,0,0,0.204676,0,0,0.0197551,0.0932996,0.0958837,0.203116,
TMEM229B,1.46184,1.65871,1.66938,0.447922,0.267517,2.60297,2.19426,0.37398,0.0969968,0.4615,0.235968,0.232956,
TMEM30C,0,0,0,0,0,0,0,0,0,1.88907,0,0,
TMEM37,2.24675,4.06177,2.87672,1.79338,2.38055,4.78769,8.73498,0.535821,0.297435,1.29185,2.1687,5.72523,
TMEM72,0,0,0,0,0,0,0,0,0,0,0,0.169786,
TMEM74,0.0518719,0.0384015,0.0122127,0,0.137914,0.0418476,0.0566255,0,0.242819,0.0268557,0.04345,0.0135039,
TMEM82,0,0,0,0,0,0.151719,0,0.207077,0,0.282061,0.0613197,0,
TMPRSS11GP,0,0,0,0,0,0,0,0,0,0,0,0,
TMSB4Y,0,0,0,0,0,0,0,0,0,0,0,0,
TNP1,0,0,1.01897,0,0,0,0,0,0,0,0,0,
TPBGL,0.904465,0.738902,0.273854,0.576391,0,1.16557,0.469953,1.07393,2.32097,0.467211,0.379082,0.133014,
TPRX1,0,0,0,0,0.106846,0.0274145,0,0.0749482,0.0511158,0.0591508,0,0.208737,
TRAPPC5,21.5298,22.1514,22.8891,39.6864,44.4828,27.9088,15.7492,23.3867,7.37953,16.7849,12.0983,15.9525,
TREML2,0.0853364,0.0259929,0.0140424,0.0642932,0,0.668276,0.0435003,0.0183474,0,0.026079,0,0,
TREML5P,0,0,0,0,0,0,0,0,0,0,0,0,
TRIM67,0.00450902,0.0192459,0.0472815,0.00940534,0.029033,0,0.0110555,0.132897,0,0.0632951,0.0403485,0.092579,
TRIM71,0,0,0,0,0.135671,0,0.060857,0,0,0.066177,0.0946294,0.029886,
TSPY1,0,0,0,0,0,0,0,0,0,0,0,0,
TSPY2,0,0,0,0,0,0,0,0,0,0,0,0,
TSSK1B,0,0,0.0237298,0,0,0.0644166,0,0,0.0572246,0.102371,0.127589,0,
TTTY10,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY11,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY12,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY13,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY14,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY15,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY16,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY17A,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY18,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY19,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY20,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY22,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY4C,0,0,0,0,0,0,0,0,0,0,0,0,
TTTY5,0,0,0,0,0,0,0,0,0,0,0,0,
TWIST2,3.53532,1.80697,4.32488,0,16.7326,7.55705,6.34167,1.27782,0.0829582,15.9638,4.54311,3.83078,
TXLNG2P,0,0,0,0,0,0,0,0,0,0,0,0,
TYRO3P,0.232604,0.407619,0.171346,0.083805,0,0.950002,0,0.627366,0,0,0.0757307,0,
UBAC2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,
UBE2DNL,0,0,0,0,0,0,0,0,0,0.124675,0,0.154572,
UBE2MP1,7.61536,8.48608,6.9715,8.6677,8.16066,6.31458,8.38099,2.22925,2.77246,4.46522,4.9751,2.05338,
UBQLN3,0,0,0,0,0,0,0,0,0,0.176762,0,0.0287585,
UGT3A2,0,0,0.0171606,0,0,0,0.0286472,0.267057,0,0.0338413,0.134968,0.115046,
ULBP1,0.00720052,0.0439551,0.0142369,0.0217631,0,0.134783,0.0157894,0.0371443,0.0249942,0.0150922,0.0395756,0.0729288,
UNC5B-AS1,16.6515,41.6653,3.05194,44.9304,2.66448,0.474473,0,11.5438,1.86284,8.90376,2.3308,3.55506,
USP17L10,0,0,0,0,0,0,0,0,0,0,0,0,
USP9Y,0,0,0,0,0,0,0,0,0,0,0,0,
UTF1,0.0852749,0,0,0,0,0,0,0,0,0,0,0,
VAX2,0.186688,0.148711,0.705442,0.5076,0,0.14409,0,0.0964668,0.0592089,0.325706,1.24991,0.170668,
VENTXP1,0,0,0,0,0,0,0,0.067813,0.0226818,0.0984013,0.0108497,0,
VGF,0,0,0,0,0,0.0882428,0.145112,0.0555138,0,0.038976,0.0314668,0.114824,
VHLL,0,0.142618,0,0,0,0.144719,0,0,0.128986,0.0692423,0.125256,0.483851,
VN1R2,0,0,0,0,0,0,0,0,0.0347046,0.0338069,0,0,
VTRNA1-1,0,759.226,0,0,0,1468.44,0,0,0,0,0,0,
VTRNA1-2,0,458.619,0,0,0,0,0,665.813,1599.12,0,0,0,
VTRNA1-3,0,0,0,0,0,0,0,0,0,0,0,0,
VTRNA2-1,0,0,0,0,0,0,0,0,0,0,0,0,
WFDC10A,0,0,0,0,0,1.70712,1.45047,0,0,0,0,0,
WFIKKN2,0.147123,0.116484,0.761848,0.0493094,0.582712,0.146911,0,0,0,0.0626977,0,0.0829459,
WNT9B,0,0,0.0654571,0,0,0,0,0.0770925,0,0,0,0,
XIRP1,0.258329,0,0,0,0,0.0472961,0.0419658,0.0108591,0,0.131326,0.0133157,1.06372,
XKRY,0,0,0,0,0,0,0,0,0,0,0,0,
XKRY2,0,0,0,0,0,0,0,0,0,0,0,0,
YTHDC1,0,0,0,0,0,0,0,0,0,0,0,0,
ZBTB33,4.96499,6.7048,3.50636,4.15229,1.23605,3.34343,9.3967,2.40093,1.18408,1.83772,2.75461,0.493005,
ZCCHC5,0.313153,0.014952,0,0,0.143366,0.0754128,0.230422,0,0.0143719,0.0303332,0.0535121,0.0174236,
ZNF33BP1,0.358747,0.0520515,0.272906,0.0845659,0.117276,0.0839288,0.15947,0.263098,0.377376,0.273596,0.332187,0.101262,
ZNF648,0,0.0113581,0.0355171,0.101111,0,0.0116098,0,0.0173968,0.0452465,0.011417,0.041924,0.169131,
ZNF674-AS1,1.50217,1.41323,1.26606,1.89351,0.934825,1.71343,1.59919,2.22415,2.50148,1.70922,1.54011,0.379098,
ZNF84,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF847P,0,0,0,0,0,0,0,0,0,0,0,0,
ZNRF4,0,0,0,0,0.419147,0,0,0,0,0.175104,0,0.32677,
